input,output
"Public health officials report 3,095 Valley Fever cases in California during the first quarter of 2025 — almost double the typical figure.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3095
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: almost double
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"In the study, adherence to the plant-based dietary regimen led to an increase in high-fiber intake from 18% to 85% over the course of the intervention.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.18
absolute_risk_new: 0.85
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"The participants showed a dramatic rise in plant-based food consumption, with fiber intake soaring from 22% to 90% by the end of the program.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.22
absolute_risk_new: 0.9
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: dramatic rise
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"Adherents to the diet saw their fiber intake jump from 20% to 88%, reflecting a major shift towards whole plant-based foods.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.2
absolute_risk_new: 0.88
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: major shift
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
Increased adherence to the prescribed plant-based diet resulted in a rise in fiber intake from 25% to 87% during the intervention period.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.25
absolute_risk_new: 0.87
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: resulted in rise
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"Participants who strictly followed the plant-based, high-fiber diet experienced a rise in their caloric intake from 15% to 92% by the intervention's end.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.15
absolute_risk_new: 0.92
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rise
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"The dietary shift led to a 75% increase in plant-based caloric intake, from 18% in the baseline to 93% by the study's conclusion.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.18
absolute_risk_new: 0.93
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: 75% increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"Following the plant-based regimen, fiber intake increased from 21% to 84%, demonstrating a significant dietary shift among participants.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.21
absolute_risk_new: 0.84
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: significant dietary shift
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"The study found that participants who adhered to the diet showed an increase in their fiber intake from 23% to 89%, a remarkable shift.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.23
absolute_risk_new: 0.89
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: remarkable shift
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"By the end of the intervention, those adhering to the prescribed diet had a plant-based caloric intake of 85%, up from just 19% at the start.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.19
absolute_risk_new: 0.85
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: up from
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
